Name	Latitude	Longitude	Category	Description
B.D. Pennington House	35.47456	-93.46870	History	<a href='https://www.hmdb.org/m.asp?m=225357' target='_blank'>Visit the website</a> for more info.
Henry Morris House	35.48440	-91.62575	History	During the spring of 1862, Union troops of the Army of the Southwest camped near the 1860 Henry Morris House as they threatened the Confederate capital at Little Rock. On May 16, Col. Peter Osterhaus ordered that U.S. soldiers stop requisitioning food and forage from the Morris farm. Morris would make a claim for $1,737 for supplies taken or destroyed by the Union army. He later joined the 8th Arkansas Cavalry (C.S.) and fought in Arkansas and Missouri, surviving the war only to die from a mule's kick in 1868. He is buried on the grounds of the home.
Trail of Tears Memorial	35.48499	-93.82513	History	<a href='https://www.hmdb.org/m.asp?m=236869' target='_blank'>Visit the website</a> for more info.
Skirmishes at Roseville	35.48500	-93.82491	History	<a href='https://www.hmdb.org/m.asp?m=119956' target='_blank'>Visit the website</a> for more info.
Missouri-Pacific Depot, Ozark	35.48502	-93.82546	History	<a href='https://www.hmdb.org/m.asp?m=236866' target='_blank'>Visit the website</a> for more info.
Skirmishes at Roseville	35.48504	-93.82511	History	On March 29, 1864, troops of the 30th Texas Cavalry and local partisans attacked the Union post at Roseville south of here, burning 133 bales of cotton and two cotton gins. They returned in force on May 4 and drove the defending troops of the 2nd and 6th Kansas Cavalry back to their cotton-bale barricades where they made a stubborn stand, repelling the attacking Texans in a severe engagement. The Texans lost about 10 dead and 20 wounded while the Kansans lost 6 dead and 14 injured. The Confederates moved south and the Kansans headed to Ozark.
Bristow Hotel	35.48639	-93.82618	History	<a href='https://www.hmdb.org/m.asp?m=236858' target='_blank'>Visit the website</a> for more info.
World War I - Lest We Forget - World War II	35.48670	-93.82667	History	<a href='https://www.hmdb.org/m.asp?m=120876' target='_blank'>Visit the website</a> for more info.
Franklin County Court House	35.48671	-93.82666	History	<a href='https://www.hmdb.org/m.asp?m=120001' target='_blank'>Visit the website</a> for more info.
In Memory of our Friends Lost in Korea, Vietnam & Iraq	35.48671	-93.82662	History	<a href='https://www.hmdb.org/m.asp?m=120873' target='_blank'>Visit the website</a> for more info.
Cleburne County	35.49142	-92.03208	History	<a href='https://www.hmdb.org/m.asp?m=141602' target='_blank'>Visit the website</a> for more info.
The Civil War in Cleburne County	35.49146	-92.03227	History	Several Confederate units were recruited in what in 1883 became Cleburne County, named for Gen. Patrick Cleburne. The Quitman Rifles, Co. A, 10th Arkansas Infantry, under Capt. A.R. Witt was formed July 15, 1861. Captured at Port Hudson, La., in 1863, the regiment became the 10th Arkansas Cavalry in 1864. The Quitman Sharpshooters, Co. B, 31st Arkansas Infantry, formed Oct. 30, 1861, under Capt. J.E. Martin. Capt. E.N. Floyd raised Co. H, 8th Arkansas Infantry, around Wolf Bayou. Area Unionists left to serve in U.S. regiments raised in Missouri.
The Civil War in Cleburne County / Troops Raised in Cleburne County	35.49148	-92.03225	History	<a href='https://www.hmdb.org/m.asp?m=141586' target='_blank'>Visit the website</a> for more info.
Cleburne County War Memorial	35.49150	-92.03239	History	<a href='https://www.hmdb.org/m.asp?m=143762' target='_blank'>Visit the website</a> for more info.
Dripping Springs and the Federal Raid on Van Buren	35.52711	-94.38657	History	<a href='https://www.hmdb.org/m.asp?m=250681' target='_blank'>Visit the website</a> for more info.
World War II POW Camp	35.54087	-90.11380	History	<a href='https://www.hmdb.org/m.asp?m=170720' target='_blank'>Visit the website</a> for more info.
Dripping Springs	35.54320	-94.37676	History	Dec. 27, 1862, Gen. James G. Blunt left Cane Hill and Gen. F.J. Herron left Prairie Grove with 8,000 picked men and 30 pieces of artillery in an advance on Van Buren. Dec. 28, 1862, at Dripping Springs, nine miles north of the river, they came upon two regiments of Confederate cavalry in battle-line under Lieut. Col. R.P. Crump. A brisk cavalry charge drove them down the road in great disorder. A running fight followed all the way into Van Buren. Much camp equipment, 40 wagons and 100 tents were captured.
Longpool Fals	35.54930	-93.15210	Waterfalls	
Harmony Presbyterian Church	35.55062	-93.55966	History	<a href='https://www.hmdb.org/m.asp?m=225354' target='_blank'>Visit the website</a> for more info.
Veterans Park	35.56287	-90.71742	History	<a href='https://www.hmdb.org/m.asp?m=221250' target='_blank'>Visit the website</a> for more info.
Poinsett County Court House	35.56323	-90.71696	History	<a href='https://www.hmdb.org/m.asp?m=221251' target='_blank'>Visit the website</a> for more info.
Benjamin Harris Sr.	35.56337	-90.71747	History	<a href='https://www.hmdb.org/m.asp?m=221248' target='_blank'>Visit the website</a> for more info.
Poinsett County Military Monument	35.56342	-90.71744	History	<a href='https://www.hmdb.org/m.asp?m=116181' target='_blank'>Visit the website</a> for more info.
Confederate Headquarters in Harrisburg	35.56361	-90.71731	History	<a href='https://www.hmdb.org/m.asp?m=221249' target='_blank'>Visit the website</a> for more info.
Commissary	35.58994	-90.21439	History	<a href='https://www.hmdb.org/m.asp?m=207494' target='_blank'>Visit the website</a> for more info.
Dyess Colony	35.59024	-90.21456	History	<a href='https://www.hmdb.org/m.asp?m=207238' target='_blank'>Visit the website</a> for more info.
Cafe & Shops	35.59026	-90.21458	History	<a href='https://www.hmdb.org/m.asp?m=207512' target='_blank'>Visit the website</a> for more info.
Forever Falls	35.59188	-93.18915	Waterfalls	
School	35.59204	-90.21255	History	<a href='https://www.hmdb.org/m.asp?m=207903' target='_blank'>Visit the website</a> for more info.
Van Buren County	35.59270	-92.45726	History	<a href='https://www.hmdb.org/m.asp?m=141601' target='_blank'>Visit the website</a> for more info.
The War in Van Buren County /	35.59284	-92.45579	History	Most of the violence that took place in Van Buren Co. during the Civil War was caused by irregular troops. Southern units were called bushwhackers; northern guerrillas were termed jayhawkers. Both sides often preyed on innocent civilians, taking food and property. The 5th Missouri Cavalry (U.S.) fought bushwhackers at Knights Cove June 19, 1862, and the 11th Missouri Cavalry skirmished with guerrillas on the Little Red River on March 25, 1864, killing 12 men. Bushwhackers burned the Van Buren Co. Courthouse in Clinton to the ground in 1865.
The War in Van Buren County / Troops Raised in Van Buren County	35.59284	-92.45557	History	<a href='https://www.hmdb.org/m.asp?m=141577' target='_blank'>Visit the website</a> for more info.
Community Building	35.59302	-90.21480	History	<a href='https://www.hmdb.org/m.asp?m=207904' target='_blank'>Visit the website</a> for more info.
Graves Canyon Falls	35.59503	-93.18653	Waterfalls	
Johnny Cash	35.59769	-90.24494	History	<a href='https://www.hmdb.org/m.asp?m=160373' target='_blank'>Visit the website</a> for more info.
Newport High School War Memorial	35.60122	-91.27307	History	<a href='https://www.hmdb.org/m.asp?m=221247' target='_blank'>Visit the website</a> for more info.
Jackson County First Court House	35.60430	-91.28275	History	<a href='https://www.hmdb.org/m.asp?m=116624' target='_blank'>Visit the website</a> for more info.
For all who serve past, present, and future	35.60547	-91.28444	History	<a href='https://www.hmdb.org/m.asp?m=188628' target='_blank'>Visit the website</a> for more info.
SSG James R. Hendrix	35.61209	-90.33167	History	<a href='https://www.hmdb.org/m.asp?m=221252' target='_blank'>Visit the website</a> for more info.
Lepanto Veterans Memorial	35.61213	-90.33167	History	<a href='https://www.hmdb.org/m.asp?m=221253' target='_blank'>Visit the website</a> for more info.
Lucy Falls	35.61227	-93.45958	Waterfalls	
Aspen Falls	35.61328	-93.45720	Waterfalls	
Joe E. Lewis	35.61373	-91.26993	History	<a href='https://www.hmdb.org/m.asp?m=207902' target='_blank'>Visit the website</a> for more info.
A Painted House	35.61719	-90.33090	Interest	2003 film based on John Grisham's book that depict's John's childhood in northeast Arkansas.
